file,type,canonical,meta_desc_quality,meta_keywords,hreflang_en,hreflang_ja,hreflang_xd,alt_total,alt_bad,fareharbor_count,trust_badge,size_bytes
oahu-kayaking-and-beach-adventures/ultimate-guide-to-lanikai-beach/index.html,other,True,good,False,True,True,False,24,22,1,True,91965
oahu-kayaking-and-beach-adventures/what-to-do-in-kailua-hidden-gems-and-must-sees/index.html,other,True,good,False,False,False,False,26,23,1,True,94570
oahu-launch-guide/index.html,other,True,good,False,False,False,False,20,14,6,True,83935
oahu-tour-packages/index.html,other,True,good,False,False,False,False,14,11,1,True,70383
oahus-best-kayaking-trips/index.html,other,True,good,False,False,False,False,3,2,2,True,20556
paa-answers/index.html,other,True,good,False,False,False,False,13,11,4,True,100133
popoia-island-self-guided-kayak-guide/index.html,other,False,good,False,False,False,False,19,13,8,True,112840
privacy-policy/index.html,other,True,good,False,True,True,False,13,11,3,True,75514
rentals/cruiser-oahu-beach-equipment-rental-package/index.html,rentals,True,good,False,True,True,False,29,25,8,True,93683
rentals/explorer-oahu-kayak-rental-package/index.html,rentals,True,good,False,True,True,False,41,30,8,True,97852
rentals/index.html,rentals,True,good,True,True,True,False,27,23,6,True,92089
rentals/kailua-beach-bike-rentals/index.html,rentals,True,good,False,True,True,False,22,20,6,True,79655
rentals/kayak-sup-trolley/index.html,rentals,True,good,False,True,True,False,28,23,10,True,97760
rentals/oahu-beach-chair-rentals/index.html,rentals,True,good,False,True,True,False,23,18,10,True,96825
rentals/oahu-beach-umbrella-rentals/index.html,rentals,True,good,False,True,True,False,23,21,10,True,98064
rentals/oahu-beginner-surf-board-rentals/index.html,rentals,True,good,False,True,True,False,23,20,10,True,95570
rentals/oahu-boogie-board-rentals/index.html,rentals,True,good,False,True,True,False,21,18,10,True,96624
rentals/oahu-cooler-rentals/index.html,rentals,True,good,False,True,True,False,21,19,10,True,94944
rentals/oahu-dry-bag-rentals/index.html,rentals,True,good,False,True,True,False,21,19,10,True,93419
rentals/oahu-kayak-anchor-rentals/index.html,rentals,True,good,False,True,True,False,21,19,10,True,93536
rentals/oahu-life-vest-rentals/index.html,rentals,True,good,False,True,True,False,24,21,10,True,96783
rentals/oahu-snorkel-mask-and-fin-rentals/index.html,rentals,True,good,False,True,True,False,23,21,10,True,96992
rentals/oahu-stand-up-paddle-board-rentals-sup-hire/index.html,rentals,True,good,False,True,True,False,25,21,10,True,97875
rentals/oahu-tandem-kayak-rentals/index.html,rentals,True,short,False,True,True,False,37,22,10,True,106418
rentals/oahu-tandem-kayak-rentals/kailua-kayak-rentals/index.html,rentals,True,good,False,True,True,False,31,28,10,True,108050
rentals/oahu-tandem-kayak-rentals/mokolii-kayak-rentals/index.html,rentals,True,short,False,True,True,False,39,32,10,True,107300
rentals/snorkel-gear-rentals/index.html,rentals,False,good,False,True,True,False,19,14,10,True,83567
reviews/index.html,other,True,short,False,True,True,False,14,7,5,True,87614
reviews/page/2/index.html,other,True,good,False,True,True,False,15,11,3,True,79173
reviews/page/3/index.html,other,True,good,False,True,True,False,15,11,3,True,79618
reviews/page/4/index.html,other,True,good,False,True,True,False,15,11,3,True,79604
reviews/page/5/index.html,other,True,good,False,True,True,False,15,11,3,True,79572
self-guided/index.html,other,True,good,False,False,False,False,20,14,6,True,80072
sharks-cove-snorkeling-guide/index.html,other,True,short,False,False,False,False,20,14,7,True,82806
sharks-cove-snorkeling/index.html,other,True,good,False,True,True,False,20,14,7,True,90894
sharks-cove-vs-lanikai-snorkeling/index.html,other,True,good,False,False,False,False,20,14,6,True,84658
stand-up-paddleboard-rental/index.html,other,False,missing,False,True,True,False,0,0,0,False,2255
tours/index.html,other,True,good,False,False,False,False,20,14,6,True,95243
trip-cancellation-insurance-terms-and-conditions.html,other,True,good,False,False,False,False,13,11,3,True,71058
trip-cancellation-insurance-terms-and-conditions/index.html,other,True,good,False,True,True,False,13,11,3,True,71438
what-to-bring/index.html,other,True,good,False,False,False,False,20,14,6,True,82207
why-choose-active-oahu/index.html,other,True,good,False,False,False,False,20,14,6,True,105154
wp-content/themes/activeoahu/template-parts/kayak-animation/kayakers.html,other,True,missing,False,False,False,False,1,1,0,False,35800
